Ship Date,Month,Year,Ship Mode,Area,Region,Category,Sub-Category,Sold,Profit
2017-12-12,Desember,2017,Standard Class,Jawa,Central,Office Supplies,Paper,20,65400
2017-12-04,Desember,2017,Standard Class,Sumatra,Central,Office Supplies,Fasteners,10,10000
2017-12-09,Desember,2017,First Class,Bali,East,Technology,Accessories,130,307200
2015-01-08,Januari,2015,Standard Class,Papua,Central,Office Supplies,Paper,20,43600
2015-10-07,Oktober,2015,Second Class,Sulawesi,West,Office Supplies,Storage,280,908400
2015-04-10,April,2015,Standard Class,Kalimantan,East,Office Supplies,Appliances,100,220800
2015-04-10,April,2015,Standard Class,Jawa,East,Office Supplies,Storage,570,253800
2015-04-10,April,2015,Standard Class,Sumatra,East,Furniture,Furnishings,10,28500
2017-06-06,Juni,2017,First Class,Bali,Central,Technology,Phones,480,635100
2017-09-25,September,2017,Standard Class,Papua,East,Office Supplies,Paper,20,112000
2017-09-25,September,2017,Standard Class,Sulawesi,East,Furniture,Furnishings,10,38900
2017-07-23,Juli,2017,Standard Class,Kalimantan,West,Furniture,Chairs,170,121200
2017-07-23,Juli,2017,Standard Class,Papua,West,Office Supplies,Paper,20,62800
2015-12-07,Desember,2015,Standard Class,Sulawesi,South,Office Supplies,Storage,70,199900
2015-12-07,Desember,2015,Standard Class,Kalimantan,South,Office Supplies,Binders,70,368500
2016-07-02,Juli,2016,Second Class,Jawa,Central,Technology,Phones,360,432000
2017-09-01,September,2017,Standard Class,Sumatra,Central,Office Supplies,Paper,30,95100
2017-09-01,September,2017,Standard Class,Bali,Central,Office Supplies,Paper,30,112300
2014-09-21,September,2014,Standard Class,Papua,West,Office Supplies,Storage,40,14600
2014-09-21,September,2014,Standard Class,Sulawesi,West,Office Supplies,Storage,60,194700
2014-09-21,September,2014,Standard Class,Kalimantan,West,Furniture,Furnishings,40,161200
2014-09-21,September,2014,Standard Class,Kalimantan,West,Office Supplies,Binders,140,555900
2016-03-17,Maret,2016,First Class,Jawa,Central,Office Supplies,Paper,10,22600
2016-03-17,Maret,2016,First Class,Sumatra,Central,Office Supplies,Art,150,196500
2016-09-02,September,2016,Standard Class,Bali,East,Office Supplies,Art,10,19700
2016-09-02,September,2016,Standard Class,Papua,East,Technology,Accessories,50,158400
2017-09-08,September,2017,Standard Class,Sulawesi,West,Office Supplies,Art,10,32800
2017-09-08,September,2017,Standard Class,Kalimantan,West,Office Supplies,Labels,80,444000
2017-09-08,September,2017,Standard Class,Jawa,West,Technology,Phones,210,151200
2015-06-20,Juni,2015,Standard Class,Sumatra,Central,Office Supplies,Envelopes,30,112200
2015-06-20,Juni,2015,Standard Class,Bali,Central,Office Supplies,Paper,30,118400
2016-12-10,Desember,2016,Same Day,Papua,Central,Furniture,Chairs,1430,4274700
2017-05-23,Mei,2017,Standard Class,Sulawesi,East,Furniture,Furnishings,20,75200
2017-05-23,Mei,2017,Standard Class,Kalimantan,East,Office Supplies,Binders,10,12400
2017-05-29,Mei,2017,Second Class,Jawa,South,Office Supplies,Paper,30,108900
2016-06-30,Juni,2016,Standard Class,Sumatra,East,Office Supplies,Supplies,840,200500
2016-05-21,Mei,2016,Second Class,Bali,West,Office Supplies,Paper,20,102000
2017-11-23,November,2017,Standard Class,Papua,South,Office Supplies,Paper,50,186500
2016-11-22,November,2016,Standard Class,Sulawesi,Central,Office Supplies,Art,10,12500
2016-11-22,November,2016,Standard Class,Kalimantan,Central,Office Supplies,Labels,50,190600
2016-11-22,November,2016,Standard Class,Papua,Central,Office Supplies,Paper,20,79600
2014-11-30,November,2014,Second Class,Sulawesi,East,Office Supplies,Binders,20,72500
2016-03-08,Maret,2016,Standard Class,Kalimantan,West,Technology,Phones,160,168000
2017-01-19,Januari,2017,Standard Class,Jawa,East,Office Supplies,Paper,20,70200
2014-04-09,April,2014,Standard Class,Sumatra,Central,Furniture,Furnishings,10,28300
2014-04-09,April,2014,Standard Class,Bali,Central,Office Supplies,Art,80,285700
2016-07-03,Juli,2016,Standard Class,Papua,West,Furniture,Furnishings,30,77100
2016-06-02,Juni,2016,Standard Class,Sulawesi,South,Office Supplies,Art,10,4100
2016-06-02,Juni,2016,Standard Class,Kalimantan,South,Furniture,Furnishings,50,174600
2015-10-24,Oktober,2015,Standard Class,Kalimantan,Central,Office Supplies,Binders,40,211400
2015-10-24,Oktober,2015,Standard Class,Jawa,Central,Technology,Phones,150,539900
2017-02-20,Februari,2017,First Class,Sumatra,West,Office Supplies,Art,20,41700
2017-02-20,Februari,2017,First Class,Bali,West,Furniture,Furnishings,50,144800
2016-09-28,September,2016,Standard Class,Papua,East,Office Supplies,Art,10,10700
2014-11-17,November,2014,Second Class,Sulawesi,South,Office Supplies,Art,10,10700
2016-04-06,April,2016,Standard Class,Kalimantan,East,Office Supplies,Art,90,274700
2015-06-05,Juni,2015,Standard Class,Jawa,Central,Office Supplies,Paper,50,158400
2014-11-26,November,2014,Standard Class,Sumatra,West,Office Supplies,Paper,60,290700
2015-02-24,Februari,2015,Second Class,Bali,Central,Office Supplies,Art,80,247700
2016-04-02,April,2016,Standard Class,Papua,East,Office Supplies,Paper,20,80900
2016-04-02,April,2016,Standard Class,Sulawesi,East,Office Supplies,Binders,30,111800
2016-04-02,April,2016,Standard Class,Kalimantan,East,Furniture,Furnishings,420,1490400
2016-04-02,April,2016,Standard Class,Jawa,East,Office Supplies,Binders,50,179800
2016-10-24,Oktober,2016,First Class,Sumatra,South,Furniture,Furnishings,40,134200
2017-10-07,Oktober,2017,Standard Class,Bali,West,Office Supplies,Fasteners,10,49400
2014-12-27,Desember,2014,Standard Class,Papua,East,Office Supplies,Appliances,60,190000
2017-12-20,Desember,2017,Standard Class,Sulawesi,West,Furniture,Furnishings,30,117500
2016-07-09,Juli,2016,Second Class,Kalimantan,West,Technology,Copiers,2800,11339900
2016-07-09,Juli,2016,Second Class,Papua,West,Office Supplies,Paper,50,293700
2016-04-21,April,2016,Standard Class,Sulawesi,West,Furniture,Bookcases,260,290900
2017-04-14,April,2017,Standard Class,Kalimantan,East,Office Supplies,Storage,2600,7463700
2017-04-14,April,2017,Standard Class,Jawa,East,Office Supplies,Appliances,50,125900
2016-04-22,April,2016,Standard Class,Sumatra,South,Furniture,Furnishings,80,166200
2014-11-27,November,2014,Second Class,Bali,East,Furniture,Furnishings,60,241500
2015-05-05,Mei,2015,Standard Class,Papua,South,Furniture,Furnishings,70,171600
2015-05-05,Mei,2015,Standard Class,Sulawesi,South,Office Supplies,Supplies,50,55900
2015-05-05,Mei,2015,Standard Class,Kalimantan,South,Office Supplies,Art,180,129600
2015-03-12,Maret,2015,Standard Class,Kalimantan,Central,Furniture,Bookcases,520,1169600
2015-03-12,Maret,2015,Standard Class,Jawa,Central,Furniture,Chairs,870,2272900
2015-03-12,Maret,2015,Standard Class,Sumatra,Central,Technology,Phones,770,2679500
2015-03-12,Maret,2015,Standard Class,Bali,Central,Office Supplies,Art,20,54000
2015-03-12,Maret,2015,Standard Class,Papua,Central,Furniture,Furnishings,380,985000
2015-07-20,Juli,2015,Second Class,Sulawesi,South,Furniture,Bookcases,240,69600
2014-10-16,Oktober,2014,Standard Class,Kalimantan,West,Furniture,Furnishings,70,228500
2014-10-16,Oktober,2014,Standard Class,Jawa,West,Technology,Accessories,350,703800
2016-03-08,Maret,2016,Standard Class,Sumatra,Central,Technology,Machines,290,403100
2016-03-08,Maret,2016,Standard Class,Bali,Central,Office Supplies,Envelopes,40,142800
2015-12-16,Desember,2015,Standard Class,Papua,South,Office Supplies,Art,10,6000
2015-12-16,Desember,2015,Standard Class,Sulawesi,South,Office Supplies,Paper,30,149300
2015-12-16,Desember,2015,Standard Class,Kalimantan,South,Technology,Accessories,110,256900
2015-12-22,Desember,2015,Standard Class,Jawa,West,Office Supplies,Art,10,7200
2017-01-05,Januari,2017,Standard Class,Sumatra,West,Furniture,Furnishings,480,2391200
2017-11-24,November,2017,First Class,Bali,East,Office Supplies,Paper,10,31700
2017-11-24,November,2017,First Class,Papua,East,Office Supplies,Storage,40,47200
2015-12-27,Desember,2015,Standard Class,Sulawesi,Central,Office Supplies,Art,20,59600
2015-08-28,Agustus,2015,Standard Class,Kalimantan,South,Office Supplies,Appliances,550,1824300
2015-08-28,Agustus,2015,Standard Class,Papua,South,Office Supplies,Labels,10,50900
2015-08-28,Agustus,2015,Standard Class,Sulawesi,South,Office Supplies,Paper,200,1139600
2015-08-28,Agustus,2015,Standard Class,Kalimantan,South,Office Supplies,Paper,30,115600
2015-08-28,Agustus,2015,Standard Class,Jawa,South,Office Supplies,Paper,100,587300
2015-08-28,Agustus,2015,Standard Class,Sumatra,South,Technology,Accessories,260,574400
2015-08-28,Agustus,2015,Standard Class,Bali,South,Office Supplies,Appliances,30,80700
2014-06-27,Juni,2014,Standard Class,Papua,East,Furniture,Chairs,860,0
2017-10-28,Oktober,2017,First Class,Sulawesi,West,Furniture,Bookcases,560,78600
2017-10-28,Oktober,2017,First Class,Kalimantan,West,Technology,Phones,100,417000
2017-08-13,Agustus,2017,First Class,Kalimantan,Central,Office Supplies,Paper,30,120200
2017-08-13,Agustus,2017,First Class,Jawa,Central,Office Supplies,Art,10,34500
2017-08-13,Agustus,2017,First Class,Sumatra,Central,Technology,Phones,160,161300
2017-12-28,Desember,2017,Standard Class,Bali,South,Technology,Machines,480,2879900
2017-12-28,Desember,2017,Standard Class,Papua,South,Furniture,Chairs,240,726600
2016-09-30,September,2016,Standard Class,Sulawesi,West,Office Supplies,Appliances,240,796000
2016-09-30,September,2016,Standard Class,Kalimantan,West,Office Supplies,Paper,30,175900
2016-09-30,September,2016,Standard Class,Jawa,West,Technology,Accessories,100,252000
2016-12-12,Desember,2016,Same Day,Sumatra,East,Technology,Accessories,390,921500
2016-01-01,Januari,2016,Standard Class,Bali,Central,Office Supplies,Storage,30,18700
2015-01-02,Januari,2015,Standard Class,Papua,West,Furniture,Furnishings,30,98700
2015-01-02,Januari,2015,Standard Class,Sulawesi,West,Office Supplies,Paper,30,114100
2015-01-02,Januari,2015,Standard Class,Kalimantan,West,Technology,Machines,770,3455800
2015-01-02,Januari,2015,Standard Class,Jawa,West,Office Supplies,Binders,20,56000
2015-01-02,Januari,2015,Standard Class,Sumatra,West,Technology,Phones,200,230400
2015-01-02,Januari,2015,Standard Class,Bali,West,Office Supplies,Labels,280,1516800
2015-01-02,Januari,2015,Standard Class,Papua,West,Furniture,Furnishings,80,287900
2015-06-30,Juni,2015,Standard Class,Sulawesi,West,Furniture,Furnishings,210,688300
2015-07-19,Juli,2015,First Class,Kalimantan,East,Office Supplies,Paper,90,475600
2015-07-19,Juli,2015,First Class,Papua,East,Technology,Accessories,600,2303700
2017-06-26,Juni,2017,Second Class,Sulawesi,East,Furniture,Furnishings,280,597700
2017-06-26,Juni,2017,Second Class,Kalimantan,East,Furniture,Chairs,180,391600
2014-10-03,Oktober,2014,Standard Class,Jawa,East,Office Supplies,Art,10,17800
2014-10-03,Oktober,2014,Standard Class,Sumatra,East,Office Supplies,Labels,60,216300
2014-10-03,Oktober,2014,Standard Class,Bali,East,Office Supplies,Paper,30,81700
2015-11-24,November,2015,Standard Class,Papua,West,Furniture,Chairs,580,429200
2016-11-07,November,2016,Standard Class,Sulawesi,Central,Technology,Accessories,70,214600
2015-09-20,September,2015,First Class,Kalimantan,West,Office Supplies,Binders,30,93900
2016-03-14,Maret,2016,Standard Class,Kalimantan,East,Technology,Accessories,40,90000
2014-06-26,Juni,2014,First Class,Jawa,South,Office Supplies,Art,30,21100
2014-06-26,Juni,2014,First Class,Sumatra,South,Office Supplies,Supplies,10,4200
2014-11-05,November,2014,Standard Class,Bali,South,Office Supplies,Fasteners,10,17000
2014-11-05,November,2014,Standard Class,Papua,South,Office Supplies,Art,20,10800
2014-11-05,November,2014,Standard Class,Sulawesi,South,Office Supplies,Labels,50,186500
2014-11-05,November,2014,Standard Class,Kalimantan,South,Technology,Phones,980,1321500
2015-12-08,Desember,2015,Second Class,Jawa,Central,Technology,Copiers,1000,5399900
2015-09-27,September,2015,First Class,Sumatra,Central,Technology,Phones,830,2564500
2017-11-20,November,2017,Standard Class,Bali,South,Furniture,Furnishings,230,660200
2017-11-20,November,2017,Standard Class,Papua,South,Furniture,Furnishings,340,0
2015-12-21,Desember,2015,Second Class,Sulawesi,Central,Office Supplies,Binders,10,39800
2015-12-21,Desember,2015,Second Class,Kalimantan,Central,Office Supplies,Fasteners,10,2500
2015-12-21,Desember,2015,Second Class,Jawa,Central,Office Supplies,Paper,120,683800
2015-12-24,Desember,2015,First Class,Sumatra,South,Technology,Phones,50,57600
2016-09-29,September,2016,Standard Class,Bali,West,Office Supplies,Paper,70,270300
2017-06-30,Juni,2017,Standard Class,Papua,Central,Office Supplies,Paper,20,38600
2016-08-06,Agustus,2016,Second Class,Sulawesi,West,Technology,Phones,310,362900
2016-08-06,Agustus,2016,Second Class,Kalimantan,West,Office Supplies,Binders,30,84900
2016-08-06,Agustus,2016,Second Class,Papua,West,Office Supplies,Binders,20,47800
2014-08-26,Agustus,2014,Standard Class,Sulawesi,South,Furniture,Bookcases,640,2069800
2016-04-05,April,2016,Standard Class,Kalimantan,East,Office Supplies,Labels,30,119300
2016-04-05,April,2016,Standard Class,Jawa,East,Office Supplies,Supplies,20,39500
2016-04-05,April,2016,Standard Class,Sumatra,East,Office Supplies,Binders,20,56000
2015-08-28,Agustus,2015,Standard Class,Bali,South,Technology,Machines,3080,17001600
2015-08-28,Agustus,2015,Standard Class,Papua,South,Technology,Accessories,80,220700
2015-08-28,Agustus,2015,Standard Class,Sulawesi,South,Technology,Phones,590,2046200
2014-09-28,September,2014,Standard Class,Kalimantan,Central,Office Supplies,Paper,40,186700
2014-09-28,September,2014,Standard Class,Kalimantan,Central,Office Supplies,Storage,410,194400
2014-09-28,September,2014,Standard Class,Jawa,Central,Office Supplies,Binders,9450,55565800
2014-09-28,September,2014,Standard Class,Sumatra,Central,Office Supplies,Binders,20,77700
2017-06-23,Juni,2017,Standard Class,Bali,Central,Office Supplies,Paper,150,570100
2017-12-21,Desember,2017,Same Day,Papua,Central,Furniture,Furnishings,20,84100
2017-08-13,Agustus,2017,Standard Class,Sulawesi,West,Technology,Phones,160,216000
2017-08-13,Agustus,2017,Standard Class,Kalimantan,West,Office Supplies,Binders,20,55800
2015-09-07,September,2015,Same Day,Jawa,East,Office Supplies,Storage,20,3400
2016-01-01,Januari,2016,Standard Class,Sumatra,Central,Technology,Phones,80,239700
2016-01-01,Januari,2016,Standard Class,Bali,Central,Furniture,Bookcases,170,251200
2016-01-01,Januari,2016,Standard Class,Papua,Central,Office Supplies,Paper,20,102000
2016-01-01,Januari,2016,Standard Class,Sulawesi,Central,Office Supplies,Art,10,11500
2015-05-07,Mei,2015,Standard Class,Kalimantan,Central,Office Supplies,Labels,10,35900
2015-05-07,Mei,2015,Standard Class,Jawa,Central,Technology,Phones,160,166300
2016-11-27,November,2016,First Class,Sumatra,West,Office Supplies,Binders,1220,4574900
2015-11-29,November,2015,Standard Class,Bali,West,Office Supplies,Binders,10,11900
2015-11-29,November,2015,Standard Class,Papua,West,Office Supplies,Paper,20,112000
2015-11-29,November,2015,Standard Class,Sulawesi,West,Office Supplies,Storage,460,655000
2015-11-29,November,2015,Standard Class,Kalimantan,West,Office Supplies,Binders,100,356500
2017-05-12,Mei,2017,Same Day,Papua,West,Office Supplies,Paper,40,202200
2017-05-12,Mei,2017,Same Day,Sulawesi,West,Office Supplies,Labels,40,212100
2017-05-12,Mei,2017,Same Day,Kalimantan,West,Office Supplies,Binders,30,113300
2014-05-18,Mei,2014,Standard Class,Jawa,East,Office Supplies,Appliances,40,116400
2017-05-09,Mei,2017,First Class,Sumatra,South,Office Supplies,Art,60,216500
2014-09-24,September,2014,Standard Class,Bali,South,Office Supplies,Storage,70,91000
2015-04-04,April,2015,Standard Class,Papua,West,Office Supplies,Appliances,80,255100
2015-07-09,Juli,2015,Standard Class,Sulawesi,South,Office Supplies,Paper,20,48500
2015-07-09,Juli,2015,Standard Class,Kalimantan,South,Office Supplies,Paper,20,67700
2014-09-13,September,2014,Standard Class,Kalimantan,South,Office Supplies,Fasteners,50,259200
2014-09-13,September,2014,Standard Class,Jawa,South,Technology,Machines,210,1083500
2017-10-08,Oktober,2017,Standard Class,Sumatra,West,Office Supplies,Binders,120,504600
2017-10-08,Oktober,2017,Standard Class,Bali,West,Office Supplies,Storage,1580,2457300
2017-11-23,November,2017,Standard Class,Papua,South,Office Supplies,Fasteners,30,150400
2017-12-04,Desember,2017,First Class,Sulawesi,East,Office Supplies,Storage,40,28100
2017-12-04,Desember,2017,First Class,Kalimantan,East,Furniture,Furnishings,80,166200
2016-06-17,Juni,2016,Standard Class,Jawa,Central,Office Supplies,Labels,20,104400
2014-05-23,Mei,2014,Standard Class,Sumatra,Central,Office Supplies,Binders,60,317000
2017-02-06,Februari,2017,Standard Class,Bali,West,Office Supplies,Art,20,68800
2017-02-06,Februari,2017,Standard Class,Papua,West,Office Supplies,Art,10,28600
2015-12-04,Desember,2015,Standard Class,Sulawesi,East,Furniture,Furnishings,330,774300
2017-10-28,Oktober,2017,Standard Class,Kalimantan,Central,Office Supplies,Storage,20,14500
2017-09-11,September,2017,Standard Class,Jawa,East,Office Supplies,Labels,30,118500
2017-09-11,September,2017,Standard Class,Sumatra,East,Office Supplies,Paper,20,65400
2017-09-11,September,2017,Standard Class,Bali,East,Office Supplies,Envelopes,10,19900
2015-12-09,Desember,2015,Second Class,Papua,East,Technology,Accessories,50,7200
2014-11-08,November,2014,Standard Class,Sulawesi,Central,Office Supplies,Paper,20,61300
2016-04-23,April,2016,Standard Class,Kalimantan,South,Office Supplies,Art,20,44700
2017-05-18,Mei,2017,Standard Class,Papua,East,Technology,Phones,540,1620000
2017-05-18,Mei,2017,Standard Class,Sulawesi,East,Office Supplies,Storage,30,70500
2015-03-18,Maret,2015,Standard Class,Kalimantan,East,Office Supplies,Labels,20,91200
2015-03-18,Maret,2015,Standard Class,Jawa,East,Office Supplies,Binders,680,3789800
2017-01-16,Januari,2017,First Class,Sumatra,West,Office Supplies,Storage,170,177100
2015-03-13,Maret,2015,Standard Class,Bali,East,Office Supplies,Paper,20,112000
2014-10-13,Oktober,2014,First Class,Papua,West,Office Supplies,Storage,40,99600
2015-04-14,April,2015,First Class,Sulawesi,West,Office Supplies,Paper,40,130700
2015-04-14,April,2015,First Class,Kalimantan,West,Office Supplies,Paper,60,213800
2017-11-20,November,2017,Standard Class,Kalimantan,West,Office Supplies,Storage,50,11800
2016-07-01,Juli,2016,Same Day,Jawa,South,Office Supplies,Binders,20,78400
2016-07-01,Juli,2016,Same Day,Sumatra,South,Office Supplies,Paper,20,74700
2016-07-01,Juli,2016,Same Day,Bali,South,Office Supplies,Binders,60,336100
2015-11-30,November,2015,First Class,Papua,West,Office Supplies,Art,60,189200
2014-04-12,April,2014,Standard Class,Sulawesi,South,Technology,Phones,630,1965500
2014-04-12,April,2014,Standard Class,Kalimantan,South,Office Supplies,Paper,130,723100
2016-06-18,Juni,2016,Second Class,Jawa,West,Office Supplies,Paper,50,261500
2017-03-10,Maret,2017,Standard Class,Sumatra,West,Office Supplies,Binders,20,65200
2017-10-12,Oktober,2017,Standard Class,Bali,East,Technology,Accessories,320,1382300
2017-10-12,Oktober,2017,Standard Class,Papua,East,Office Supplies,Paper,20,92100
2017-10-12,Oktober,2017,Standard Class,Sulawesi,East,Office Supplies,Storage,350,124200
2016-12-07,Desember,2016,First Class,Kalimantan,East,Furniture,Bookcases,90,245900
2016-10-22,Oktober,2016,First Class,Jawa,East,Technology,Accessories,100,117800
2017-05-23,Mei,2017,Standard Class,Sumatra,Central,Office Supplies,Storage,10,8100
2016-10-01,Oktober,2016,Second Class,Bali,Central,Office Supplies,Paper,10,54000
2017-11-22,November,2017,Standard Class,Papua,East,Technology,Copiers,10500,60479900
2015-07-08,Juli,2015,Same Day,Sulawesi,Central,Office Supplies,Paper,30,79200
2015-11-20,November,2015,Standard Class,Kalimantan,West,Furniture,Tables,700,1922200
2015-11-20,November,2015,Standard Class,Papua,West,Technology,Phones,310,274300
2015-06-22,Juni,2015,Standard Class,Sulawesi,West,Office Supplies,Art,60,180900
2016-04-14,April,2016,Standard Class,Kalimantan,West,Furniture,Furnishings,30,124500
2015-04-23,April,2015,Second Class,Jawa,East,Office Supplies,Labels,30,123700
2016-12-08,Desember,2016,Standard Class,Sumatra,East,Office Supplies,Appliances,400,1125300
2015-12-10,Desember,2015,Same Day,Bali,East,Office Supplies,Labels,10,41300
2015-12-10,Desember,2015,Same Day,Papua,East,Technology,Copiers,800,3000000
2015-12-10,Desember,2015,Same Day,Sulawesi,East,Office Supplies,Paper,50,227900
2015-12-10,Desember,2015,Same Day,Kalimantan,East,Office Supplies,Paper,190,1019400
2014-11-02,November,2014,Second Class,Kalimantan,East,Office Supplies,Art,50,224600
2014-11-02,November,2014,Second Class,Jawa,East,Office Supplies,Paper,20,57400
2014-11-02,November,2014,Second Class,Sumatra,East,Furniture,Furnishings,20,51400
2014-11-02,November,2014,Second Class,Bali,East,Office Supplies,Binders,40,188200
2014-11-02,November,2014,Second Class,Papua,East,Furniture,Furnishings,20,93300
2014-11-02,November,2014,Second Class,Sulawesi,East,Furniture,Chairs,1610,5777700
2017-12-14,Desember,2017,Standard Class,Kalimantan,Central,Office Supplies,Paper,20,60000
2014-05-09,Mei,2014,Second Class,Jawa,South,Office Supplies,Paper,10,50900
2014-05-09,Mei,2014,Second Class,Sumatra,South,Office Supplies,Art,10,22900
2014-05-09,Mei,2014,Second Class,Bali,South,Office Supplies,Paper,30,138600
2016-03-08,Maret,2016,Standard Class,Papua,Central,Office Supplies,Binders,130,770400
2014-12-04,Desember,2014,Standard Class,Sulawesi,East,Office Supplies,Envelopes,70,351300
2015-02-22,Februari,2015,Standard Class,Kalimantan,West,Office Supplies,Labels,10,53300
2017-04-03,April,2017,First Class,Jawa,West,Furniture,Bookcases,490,1022200
2017-04-03,April,2017,First Class,Sumatra,West,Technology,Machines,4800,4320000
2017-06-13,Juni,2017,Second Class,Bali,West,Office Supplies,Paper,40,218600
2017-06-13,Juni,2017,Second Class,Papua,West,Office Supplies,Binders,20,79600
2017-06-13,Juni,2017,Second Class,Sulawesi,West,Technology,Machines,390,1562500
2017-06-13,Juni,2017,Second Class,Kalimantan,West,Office Supplies,Storage,110,12400
2017-06-13,Juni,2017,Second Class,Papua,West,Furniture,Bookcases,180,502400
2017-11-16,November,2017,Standard Class,Sulawesi,Central,Office Supplies,Fasteners,50,259000
2016-03-26,Maret,2016,First Class,Kalimantan,Central,Office Supplies,Paper,30,124100
2017-07-10,Juli,2017,Standard Class,Jawa,Central,Office Supplies,Paper,20,67700
2017-07-10,Juli,2017,Standard Class,Sumatra,Central,Office Supplies,Paper,40,135400
2014-09-24,September,2014,First Class,Bali,East,Office Supplies,Paper,20,49400
2014-09-24,September,2014,First Class,Papua,East,Office Supplies,Labels,30,84300
2017-09-03,September,2017,Second Class,Sulawesi,East,Office Supplies,Art,10,8500
2017-03-28,Maret,2017,First Class,Kalimantan,West,Office Supplies,Art,20,71400
2014-09-26,September,2014,Standard Class,Kalimantan,West,Office Supplies,Appliances,50,142400
2014-09-26,September,2014,Standard Class,Jawa,West,Office Supplies,Binders,30,79000
2016-04-05,April,2016,First Class,Sumatra,South,Technology,Phones,150,72000
2016-04-05,April,2016,First Class,Bali,South,Office Supplies,Paper,30,156900
2014-03-30,Maret,2014,Standard Class,Papua,West,Technology,Accessories,70,103500
2017-12-04,Desember,2017,Standard Class,Sulawesi,East,Office Supplies,Art,10,8900
2017-12-04,Desember,2017,Standard Class,Kalimantan,East,Furniture,Furnishings,1050,3273600
2017-12-04,Desember,2017,Standard Class,Jawa,East,Furniture,Furnishings,30,90300
2016-12-05,Desember,2016,Second Class,Sumatra,East,Office Supplies,Binders,90,486300
2016-12-05,Desember,2016,Second Class,Bali,East,Furniture,Chairs,760,1804700
2014-09-19,September,2014,Same Day,Papua,East,Furniture,Chairs,890,2129100
2015-10-23,Oktober,2015,Same Day,Sulawesi,South,Office Supplies,Art,20,27300
2015-10-23,Oktober,2015,Same Day,Kalimantan,South,Technology,Phones,20,12500
2017-10-16,Oktober,2017,First Class,Jawa,Central,Office Supplies,Paper,70,247000
2017-11-02,November,2017,Second Class,Sumatra,East,Office Supplies,Envelopes,50,287900
2017-10-19,Oktober,2017,Second Class,Bali,East,Office Supplies,Labels,20,72100
2017-08-11,Agustus,2017,Standard Class,Papua,Central,Technology,Accessories,70,238000
2017-09-25,September,2017,Standard Class,Sulawesi,South,Office Supplies,Appliances,90,289800
2016-11-09,November,2016,Standard Class,Kalimantan,Central,Technology,Accessories,180,541700
2017-06-29,Juni,2017,Second Class,Papua,West,Furniture,Tables,880,1777700
2015-11-30,November,2015,Standard Class,Sulawesi,South,Furniture,Furnishings,700,2285200
2016-11-27,November,2016,Second Class,Kalimantan,East,Furniture,Furnishings,210,1022200
2017-07-21,Juli,2017,Same Day,Jawa,West,Technology,Phones,80,75600
2017-07-21,Juli,2017,Same Day,Sumatra,West,Office Supplies,Art,30,90500
2015-10-28,Oktober,2015,Standard Class,Bali,West,Office Supplies,Binders,10,13500
2017-08-22,Agustus,2017,Standard Class,Papua,West,Office Supplies,Storage,330,736700
2016-04-20,April,2016,Standard Class,Sulawesi,East,Technology,Machines,9100,28391800
2016-04-20,April,2016,Standard Class,Kalimantan,East,Furniture,Furnishings,10,39500
2016-04-20,April,2016,Standard Class,Kalimantan,East,Office Supplies,Binders,30,142700
2014-11-18,November,2014,Standard Class,Jawa,East,Office Supplies,Paper,20,62800
2014-11-18,November,2014,Standard Class,Sumatra,East,Furniture,Chairs,70,175500
2014-12-23,Desember,2014,First Class,Bali,Central,Office Supplies,Labels,10,20900
2014-12-23,Desember,2014,First Class,Papua,Central,Office Supplies,Binders,1110,5961500
2015-11-26,November,2015,Second Class,Sulawesi,Central,Office Supplies,Labels,20,47400
2015-11-26,November,2015,Second Class,Kalimantan,Central,Technology,Copiers,440,1980000
2015-05-21,Mei,2015,Standard Class,Jawa,Central,Office Supplies,Paper,20,59200
2017-12-13,Desember,2017,Second Class,Sumatra,West,Office Supplies,Art,20,33500
2017-12-13,Desember,2017,Second Class,Bali,West,Furniture,Tables,900,268900
2017-12-13,Desember,2017,Second Class,Papua,West,Office Supplies,Appliances,190,816500
2017-07-10,Juli,2017,Standard Class,Sulawesi,West,Furniture,Furnishings,130,652200
2017-09-10,September,2017,Standard Class,Kalimantan,West,Office Supplies,Storage,60,6600
2017-08-26,Agustus,2017,Second Class,Jawa,South,Technology,Phones,4370,3931200
2017-08-26,Agustus,2017,Second Class,Sumatra,South,Office Supplies,Paper,50,185900
2017-08-26,Agustus,2017,Second Class,Bali,South,Office Supplies,Appliances,170,145300
2017-08-26,Agustus,2017,Second Class,Papua,South,Furniture,Furnishings,10,5100
2017-08-26,Agustus,2017,Second Class,Sulawesi,South,Office Supplies,Paper,10,35400
2014-08-25,Agustus,2014,Second Class,Kalimantan,East,Office Supplies,Art,10,12400
2016-10-04,Oktober,2016,Same Day,Papua,Central,Office Supplies,Envelopes,60,233100
2014-10-30,Oktober,2014,Second Class,Sulawesi,West,Furniture,Furnishings,70,38400
2014-10-30,Oktober,2014,Second Class,Kalimantan,West,Technology,Phones,390,460800
2016-06-28,Juni,2016,Same Day,Jawa,West,Office Supplies,Binders,10,33800
2016-06-28,Juni,2016,Same Day,Sumatra,West,Office Supplies,Binders,40,141000
2014-11-11,November,2014,Standard Class,Bali,West,Technology,Phones,670,799700
2014-11-11,November,2014,Standard Class,Papua,West,Office Supplies,Binders,30,98800
2014-11-11,November,2014,Standard Class,Sulawesi,West,Office Supplies,Paper,20,112000
